X,Y,Z
11, 20, 42
11, 21, 42
12, 22, 42
12, 23, 41
13, 23, 41
13, 24, 41
13, 25, 41
14, 26, 41
14, 27, 41
15, 28, 41
15, 29, 41
16, 30, 41
16, 31, 41
17, 32, 41
18, 33, 41
18, 34, 41
19, 35, 41
19, 36, 42
20, 37, 42
21, 39, 42
21, 40, 43
22, 41, 43
23, 43, 44
24, 44, 44
25, 45, 45
25, 47, 45
26, 48, 46
27, 50, 47
28, 51, 48
29, 53, 49
30, 55, 50
31, 56, 51
32, 58, 52
33, 60, 53
34, 61, 55
35, 63, 56
36, 65, 58
37, 66, 59
38, 68, 61
39, 69, 63
41, 71, 65
42, 73, 67
43, 74, 70
44, 76, 72
45, 77, 75
47, 78, 77
48, 80, 80
49, 81, 83
50, 82, 86
52, 83, 90
53, 84, 93
54, 84, 96
55, 85, 100
56, 85, 103
57, 85, 107
59, 85, 111
60, 85, 115
61, 84, 118
62, 84, 122
62, 83, 126
63, 81, 130
64, 80, 133
65, 78, 137
65, 76, 141
65, 74, 144
66, 72, 147
66, 69, 151
66, 66, 154
66, 63, 156
66, 60, 159
66, 57, 161
65, 53, 163
65, 50, 165
64, 46, 166
64, 43, 168
63, 39, 169
62, 35, 169
61, 32, 170
60, 28, 170
59, 24, 170
57, 21, 169
56, 18, 169
54, 14, 168
53, 11, 167
51, 8, 166
49, 6, 165
48, 3, 163
46, 1, 162
44, -2, 160
42, -4, 158
41, -6, 157
39, -8, 155
37, -9, 153
35, -11, 151
33, -12, 149
32, -13, 147
30, -14, 145
28, -15, 143
26, -16, 141
25, -17, 139
23, -17, 137
22, -18, 136
20, -18, 134
19, -19, 132
17, -19, 130
16, -19, 129
14, -20, 127
13, -20, 125
12, -20, 124
10, -20, 122
9, -20, 121
8, -20, 119
7, -20, 118
6, -20, 117
5, -20, 115
4, -20, 114
3, -20, 113
2, -20, 111
1, -20, 110
1, -19, 109
0, -19, 108
-1, -19, 107
-2, -19, 106
-2, -19, 105
-3, -19, 104
-4, -19, 102
-4, -19, 101
-5, -19, 100
-5, -19, 99
-6, -19, 99
-6, -19, 98
-7, -19, 97
-7, -19, 96
-8, -19, 95
-8, -19, 94
-9, -19, 93
-9, -19, 92
-10, -19, 92
-10, -19, 91
-10, -20, 90
-11, -20, 89
-11, -20, 88
-11, -20, 88
-12, -20, 87
-12, -20, 86
-12, -21, 86
-13, -21, 85
-13, -21, 84
-13, -21, 84
-14, -21, 83
-14, -22, 83
-14, -22, 82
-15, -22, 81
-15, -23, 81
-15, -23, 80
-15, -23, 80
-16, -24, 79
-16, -24, 79
-16, -25, 78
-17, -25, 78
-17, -25, 77
-17, -26, 77
-18, -26, 77
-18, -27, 76
-18, -27, 76
-19, -28, 76
-19, -28, 75
-19, -29, 75
-20, -30, 75
-20, -30, 74
-21, -31, 74
-21, -31, 74
-21, -32, 74
-22, -33, 74
-22, -33, 74
-23, -34, 74
-23, -35, 74
-24, -35, 74
-24, -36, 74
-24, -37, 74
-25, -37, 74
-25, -38, 74
-26, -39, 74
-26, -40, 74
-27, -41, 74
-27, -41, 75
-28, -42, 75
-29, -43, 75
-29, -44, 76
-30, -45, 76
-30, -46, 76
-31, -46, 77
-32, -47, 78
-32, -48, 78
-33, -49, 79
-33, -50, 79
-34, -51, 80
-35, -51, 81
-35, -52, 82
-36, -53, 83
-37, -54, 84
-37, -55, 85
-38, -55, 86
-39, -56, 87
-39, -57, 88
-40, -57, 89
-41, -58, 91
-41, -59, 92
-42, -59, 93
-43, -60, 95
-43, -60, 96
-44, -61, 98
-45, -61, 99
-45, -61, 101
-46, -62, 102
-47, -62, 104
-47, -62, 106
-48, -62, 107
-48, -62, 109
-49, -62, 111
-49, -61, 112
-50, -61, 114
-50, -61, 116
-51, -60, 118
-51, -60, 119
-51, -59, 121
-52, -59, 123
-52, -58, 124
-52, -57, 126
-52, -56, 127
-52, -55, 129
-53, -54, 130
-53, -53, 132
-53, -51, 133
-53, -50, 134
-52, -49, 135
-52, -47, 136
-52, -46, 137
-52, -44, 138
-52, -43, 139
-51, -41, 139
-51, -40, 140
-50, -38, 141
-50, -37, 141
-49, -35, 141
-49, -34, 141
-48, -32, 141
-48, -31, 141
-47, -29, 141
-46, -28, 141
-46, -26, 141
-45, -25, 141
-44, -23, 140
-43, -22, 140
-42, -21, 139
-42, -20, 139
-41, -19, 138
-40, -17, 137
-39, -16, 136
-38, -15, 135
-37, -14, 135
-36, -14, 134
-35, -13, 133
-35, -12, 132
-34, -11, 131
-33, -11, 130
-32, -10, 129
-31, -9, 128
-30, -9, 127
-29, -8, 126
-29, -8, 124
-28, -8, 123
-27, -7, 122
-26, -7, 121
-25, -7, 120
-25, -6, 119
-24, -6, 118
-23, -6, 117
-23, -6, 116
-22, -6, 115
-21, -6, 113
-21, -6, 112
-20, -6, 111
-20, -6, 110
-19, -6, 109
-19, -6, 108
-18, -6, 107
-18, -6, 106
-17, -6, 105
-17, -6, 104
-16, -6, 103
-16, -6, 102
-15, -6, 101
-15, -6, 100
-15, -6, 99
-14, -7, 98
-14, -7, 97
-14, -7, 96
-14, -7, 95
-13, -7, 94
-13, -8, 94
-13, -8, 93
-13, -8, 92
-12, -8, 91
-12, -8, 90
-12, -9, 89
-12, -9, 88
-12, -9, 87
-12, -9, 87
-12, -9, 86
-12, -10, 85
-11, -10, 84
-11, -10, 83
-11, -10, 83
-11, -11, 82
-11, -11, 81
-11, -11, 80
-11, -12, 80
-11, -12, 79
-11, -12, 78
-11, -12, 78
-11, -13, 77
-11, -13, 76
-12, -13, 76
-12, -14, 75
-12, -14, 74
-12, -14, 74
-12, -15, 73
-12, -15, 72
-12, -16, 72
-12, -16, 71
-12, -16, 71
-13, -17, 70
-13, -17, 70
-13, -18, 69
-13, -18, 69
-13, -19, 68
-13, -19, 68
-14, -20, 67
-14, -20, 67
-14, -21, 66
-14, -21, 66
-15, -22, 65
-15, -22, 65
-15, -23, 65
-16, -23, 64
-16, -24, 64
-16, -25, 64
-16, -25, 63
-17, -26, 63
-17, -27, 63
-18, -27, 62
-18, -28, 62
-18, -29, 62
-19, -29, 62
-19, -30, 62
-20, -31, 62
-20, -32, 62
-20, -33, 62
-21, -33, 62
-21, -34, 62
-22, -35, 62
-22, -36, 62
-23, -37, 62
-24, -38, 62
-24, -39, 62
-25, -40, 62
-25, -41, 63
-26, -42, 63
-27, -43, 63
-27, -44, 64
-28, -45, 64
-29, -46, 65
-29, -47, 65
-30, -48, 66
-31, -50, 67
-31, -51, 67
-32, -52, 68
-33, -53, 69
-34, -54, 70
-34, -55, 71
-35, -56, 72
-36, -58, 73
-37, -59, 74
-38, -60, 76
-39, -61, 77
-40, -62, 78
-40, -63, 80
-41, -64, 82
-42, -65, 83
-43, -66, 85
-44, -67, 87
-45, -67, 89
-46, -68, 91
-47, -69, 93
-47, -69, 95
-48, -70, 97
-49, -70, 99
-50, -71, 101
-51, -71, 104
-52, -71, 106
-52, -71, 109
-53, -71, 111
-54, -70, 113
-54, -70, 116
-55, -70, 118
-56, -69, 121
-56, -68, 123
-57, -67, 125
-57, -66, 128
-57, -65, 130
-58, -64, 132
-58, -62, 135
-58, -61, 137
-58, -59, 139
-58, -57, 140
-58, -56, 142
-58, -54, 144
-58, -52, 145
-58, -50, 147
-57, -47, 148
-57, -45, 149
-56, -43, 150
-56, -41, 151
-55, -38, 151
-55, -36, 152
-54, -34, 152
-53, -32, 152
-52, -29, 152
-51, -27, 152
-51, -25, 152
-50, -23, 151
-49, -21, 151
-47, -19, 150
-46, -17, 149
-45, -16, 149
-44, -14, 148
-43, -12, 147
-42, -11, 146
-40, -9, 145
-39, -8, 144
-38, -7, 142
-37, -6, 141
-36, -5, 140
-34, -4, 138
-33, -3, 137
-32, -2, 136
-31, -1, 134
-30, 0, 133
-29, 0, 132
-27, 1, 130
-26, 1, 129
-25, 2, 127
-24, 2, 126
-23, 2, 125
-22, 3, 123
-21, 3, 122
-20, 3, 121
-19, 3, 119
-18, 3, 118
-18, 3, 117
-17, 3, 115
-16, 4, 114
-15, 4, 113
-15, 4, 112
-14, 4, 110
-13, 4, 109
-12, 3, 108
-12, 3, 107
-11, 3, 106
-11, 3, 104
-10, 3, 103
-10, 3, 102
-9, 3, 101
-9, 3, 100
-8, 3, 99
-8, 3, 98
-7, 3, 97
-7, 2, 96
-7, 2, 95
-6, 2, 94
-6, 2, 93
-6, 2, 92
-5, 2, 91
-5, 2, 90
-5, 2, 89
-5, 2, 88
-4, 1, 87
-4, 1, 86
-4, 1, 85
-4, 1, 84
-3, 1, 83
-3, 1, 83
-3, 1, 82
-3, 1, 81
-3, 1, 80
-3, 1, 79
-3, 1, 78
-2, 1, 77
-2, 0, 77
-2, 0, 76
-2, 0, 75
-2, 0, 74
-2, 0, 73
-2, 0, 73
-2, 0, 72
-2, 0, 71
-2, 0, 70
-2, 0, 70
-1, 0, 69
-1, 0, 68
-1, 0, 68
-1, 0, 67
-1, 0, 66
-1, 0, 65
-1, 0, 65
-1, 0, 64
-1, 0, 63
-1, 0, 63
-1, 0, 62
-1, 0, 61
-1, 0, 61
-1, 0, 60
-1, 0, 60
-1, -1, 59
-1, -1, 58
-1, -1, 58
-1, -1, 57
-1, -1, 56
-1, -1, 56
-1, -1, 55
-1, -1, 55
-1, -1, 54
-1, -1, 54
-1, -1, 53
-1, -1, 52
-1, -1, 52
-1, -1, 51
-1, -1, 51
-1, -1, 50
-1, -1, 50
-1, -1, 49
-1, -1, 49
-1, -1, 48
-1, -1, 48
-1, -1, 47
-1, -1, 47
-1, -1, 46
-1, -1, 46
-1, -1, 45
-1, -1, 45
-1, -1, 44
-1, -1, 44
-1, -1, 43
-1, -1, 43
-1, -1, 42
-1, -1, 42
-1, -1, 42
-1, -1, 41
-1, -1, 41
-1, -1, 40
-1, -1, 40
-1, -1, 39
-1, -1, 39
-1, -1, 39
-1, -1, 38
-1, -1, 38
-1, -1, 37
-1, -1, 37
-1, -2, 37
-1, -2, 36
-1, -2, 36
-1, -2, 35
-1, -2, 35
-1, -2, 35
-1, -2, 34
-1, -2, 34
-1, -2, 34
-1, -2, 33
-1, -2, 33
-1, -2, 33
-1, -2, 32
-1, -2, 32
-1, -2, 32
-1, -2, 31
-1, -2, 31
-1, -2, 31
-2, -2, 30
-2, -3, 30
-2, -3, 30
-2, -3, 29
-2, -3, 29
-2, -3, 29
-2, -3, 28
-2, -3, 28
-2, -3, 28
-2, -3, 27
-2, -3, 27
-2, -3, 27
-2, -4, 27
-2, -4, 26
-2, -4, 26
-2, -4, 26
-2, -4, 26
-2, -4, 25
-2, -4, 25
-3, -5, 25
-3, -5, 24
-3, -5, 24
-3, -5, 24
-3, -5, 24
-3, -5, 24
-3, -6, 23
-3, -6, 23
-3, -6, 23
-3, -6, 23
-3, -6, 22
-4, -7, 22
-4, -7, 22
-4, -7, 22
-4, -7, 21
-4, -8, 21
-4, -8, 21
-4, -8, 21
-5, -9, 21
-5, -9, 21
-5, -9, 20
-5, -10, 20
-5, -10, 20
-5, -10, 20
-6, -11, 20
-6, -11, 19
-6, -12, 19
-6, -12, 19
-6, -13, 19
-7, -13, 19
-7, -14, 19
-7, -14, 19
-7, -15, 19
-8, -15, 18
-8, -16, 18
-8, -17, 18
-9, -17, 18
-9, -18, 18
-9, -19, 18
-10, -19, 18
-10, -20, 18
-10, -21, 18
-11, -22, 18
-11, -23, 18
-12, -23, 18
-12, -24, 18
-13, -25, 18
-13, -26, 18
-14, -27, 18
-14, -29, 19
-15, -30, 19
-15, -31, 19
-16, -32, 19
-17, -33, 19
-17, -35, 20
-18, -36, 20
-19, -37, 21
-19, -39, 21
-20, -40, 21
-21, -42, 22
-22, -44, 23
-23, -45, 23
-23, -47, 24
-24, -49, 25
-25, -51, 26
-26, -53, 27
-27, -54, 28
-28, -56, 29
-30, -59, 30
-31, -61, 31
-32, -63, 33
-33, -65, 34
-34, -67, 36
-36, -69, 38
-37, -72, 40
-38, -74, 42
-40, -76, 44
-41, -78, 47
-43, -81, 49
-44, -83, 52
-46, -85, 55
-47, -87, 58
-49, -89, 61
-50, -91, 65
-52, -93, 69
-53, -95, 73
-55, -97, 77
-57, -98, 81
-58, -100, 86
-60, -101, 90
-62, -101, 95
-63, -102, 100
-65, -102, 105
-66, -102, 111
-68, -102, 116
-69, -101, 121
-70, -100, 127
-71, -99, 132
-72, -97, 138
-73, -95, 143
-74, -92, 148
-75, -89, 153
-75, -86, 158
-76, -82, 163
-76, -78, 167
-76, -74, 171
-76, -69, 175
-76, -64, 178
-75, -59, 181
-75, -54, 183
-74, -48, 185
-73, -43, 186
-72, -37, 187
-70, -32, 188
-69, -27, 188
-67, -21, 188
-65, -16, 187
-63, -11, 186
-61, -7, 185
-59, -2, 184
-57, 2, 182
-55, 6, 180
-52, 9, 178
-50, 13, 175
-48, 16, 173
-45, 18, 170
-43, 21, 168
-40, 23, 165
-38, 25, 162
-35, 27, 160
-33, 28, 157
-30, 30, 155
-28, 31, 152
-26, 32, 150
-24, 33, 147
-21, 33, 145
-19, 34, 143
-17, 34, 141
-15, 35, 139
-13, 35, 137
-11, 35, 135
-9, 35, 133
-8, 35, 131
-6, 35, 130
-4, 35, 128
-3, 35, 127
-1, 35, 125
0, 35, 124
1, 35, 123
3, 35, 121
4, 34, 120
5, 34, 119
6, 34, 118
7, 34, 117
8, 34, 116
9, 33, 115
10, 33, 114
11, 33, 113
12, 33, 113
13, 33, 112
14, 33, 111
14, 33, 110
15, 32, 110
16, 32, 109
16, 32, 109
17, 32, 108
18, 32, 107
18, 32, 107
19, 32, 106
19, 32, 106
20, 32, 105
20, 32, 105
21, 32, 104
21, 32, 104
22, 32, 104
22, 32, 103
22, 32, 103
23, 32, 102
23, 32, 102
23, 32, 102
24, 32, 102
24, 33, 101
24, 33, 101
25, 33, 101
25, 33, 101
25, 33, 100
26, 33, 100
26, 33, 100
26, 34, 100
27, 34, 100
27, 34, 99
27, 34, 99
27, 34, 99
28, 35, 99
28, 35, 99
28, 35, 99
28, 35, 99
29, 35, 99
29, 36, 99
29, 36, 99
30, 36, 99
30, 36, 99
30, 36, 99
30, 37, 99
31, 37, 99
31, 37, 99
31, 37, 99
31, 38, 100
32, 38, 100
32, 38, 100
32, 38, 100
32, 38, 100
32, 39, 100
33, 39, 101
33, 39, 101
33, 39, 101
33, 39, 101
34, 40, 102
34, 40, 102
34, 40, 102
34, 40, 102
35, 40, 103
35, 40, 103
35, 41, 103
35, 41, 104
35, 41, 104
36, 41, 104
36, 41, 105
36, 41, 105
36, 41, 106
36, 41, 106
37, 41, 106
37, 41, 107
37, 41, 107
37, 41, 108
37, 41, 108
37, 41, 108
38, 41, 109
38, 41, 109
38, 41, 110
38, 41, 110
38, 41, 110
38, 41, 111
38, 41, 111
38, 40, 112
38, 40, 112
39, 40, 112
39, 40, 113
39, 40, 113
39, 39, 113
39, 39, 114
39, 39, 114
39, 39, 114
39, 38, 115
39, 38, 115
39, 38, 115
39, 38, 116
39, 37, 116
39, 37, 116
39, 37, 116
38, 36, 117
38, 36, 117
38, 36, 117
38, 35, 117
38, 35, 117
38, 35, 117
38, 34, 117
38, 34, 117
38, 34, 117
37, 33, 117
37, 33, 118
37, 32, 118
37, 32, 117
37, 32, 117
36, 31, 117
36, 31, 117
36, 31, 117
36, 30, 117
36, 30, 117
35, 30, 117
35, 29, 117
35, 29, 117
35, 29, 116
35, 29, 116
34, 28, 116
34, 28, 116
34, 28, 115
34, 28, 115
33, 27, 115
33, 27, 115
33, 27, 114
33, 27, 114
32, 27, 114
32, 26, 113
32, 26, 113
32, 26, 113
32, 26, 112
31, 26, 112
31, 26, 112
31, 26, 111
31, 25, 111
30, 25, 111
30, 25, 110
30, 25, 110
30, 25, 109
30, 25, 109
30, 25, 109
29, 25, 108
29, 25, 108
29, 25, 108
29, 25, 107
29, 25, 107
29, 25, 106
28, 25, 106
28, 25, 106
28, 25, 105
28, 25, 105
28, 25, 104
28, 26, 104
28, 26, 104
28, 26, 103
28, 26, 103
28, 26, 103
28, 26, 102
27, 26, 102
27, 26, 102
27, 27, 101
27, 27, 101
27, 27, 101
27, 27, 100
27, 27, 100
27, 28, 100
27, 28, 100
27, 28, 99
27, 28, 99
27, 28, 99
27, 29, 98
28, 29, 98
28, 29, 98
28, 29, 98
28, 30, 98
28, 30, 97
28, 30, 97
28, 31, 97
28, 31, 97
28, 31, 97
28, 31, 97
28, 32, 97
29, 32, 96
29, 32, 96
29, 33, 96
29, 33, 96
29, 33, 96
29, 33, 96
29, 34, 96
30, 34, 96
30, 34, 96
30, 35, 96
30, 35, 96
30, 35, 96
31, 36, 96
31, 36, 96
31, 36, 96
31, 37, 97
31, 37, 97
32, 37, 97
32, 38, 97
32, 38, 97
32, 38, 97
33, 39, 98
33, 39, 98
33, 39, 98
33, 39, 98
33, 40, 99
34, 40, 99
34, 40, 99
34, 40, 100
34, 41, 100
35, 41, 100
35, 41, 101
35, 41, 101
35, 42, 102
36, 42, 102
36, 42, 102
36, 42, 103
36, 42, 103
37, 42, 104
37, 42, 104
37, 43, 105
37, 43, 105
37, 43, 106
38, 43, 106
38, 43, 107
38, 43, 107
38, 43, 108
38, 43, 108
39, 43, 109
39, 43, 109
39, 43, 110
39, 42, 110
39, 42, 111
39, 42, 111
39, 42, 112
40, 42, 112
40, 42, 113
40, 42, 113
40, 41, 114
40, 41, 114
40, 41, 114
40, 41, 115
40, 40, 115
40, 40, 116
40, 40, 116
40, 39, 116
40, 39, 117
40, 39, 117
40, 38, 117
40, 38, 118
40, 37, 118
40, 37, 118
39, 37, 119
39, 36, 119
39, 36, 119
39, 35, 119
39, 35, 119
39, 34, 119
39, 34, 119
38, 34, 119
38, 33, 120
38, 33, 120
38, 32, 120
38, 32, 120
37, 31, 119
37, 31, 119
37, 31, 119
37, 30, 119
36, 30, 119
36, 29, 119
36, 29, 119
36, 29, 119
35, 28, 118
35, 28, 118
35, 28, 118
34, 27, 118
34, 27, 117
34, 27, 117
34, 26, 117
33, 26, 116
33, 26, 116
33, 26, 116
32, 25, 115
32, 25, 115
32, 25, 115
32, 25, 114
31, 24, 114
31, 24, 113
31, 24, 113
31, 24, 112
30, 24, 112
30, 24, 112
30, 24, 111
30, 24, 111
29, 24, 110
29, 23, 110
29, 23, 109
29, 23, 109
28, 23, 108
28, 23, 108
28, 23, 108
28, 23, 107
28, 23, 107
28, 23, 106
27, 24, 106
27, 24, 105
27, 24, 105
27, 24, 104
27, 24, 104
27, 24, 103
27, 24, 103
27, 24, 103
26, 24, 102
26, 24, 102
26, 25, 101
26, 25, 101
26, 25, 101
26, 25, 100
26, 25, 100
26, 26, 99
26, 26, 99
26, 26, 99
26, 26, 98
26, 26, 98
26, 27, 98
26, 27, 97
26, 27, 97
26, 27, 97
26, 28, 96
26, 28, 96
26, 28, 96
26, 29, 96
26, 29, 95
27, 29, 95
27, 30, 95
27, 30, 95
27, 30, 95
27, 31, 94
27, 31, 94
27, 31, 94
27, 32, 94
28, 32, 94
28, 32, 94
28, 33, 94
28, 33, 94
28, 33, 94
29, 34, 94
29, 34, 94
29, 34, 94
29, 35, 94
29, 35, 94
30, 36, 94
30, 36, 94
30, 36, 94
30, 37, 94
31, 37, 94
31, 38, 94
31, 38, 95
31, 38, 95
32, 39, 95
32, 39, 95
32, 39, 95
32, 40, 96
33, 40, 96
33, 40, 96
33, 41, 97
34, 41, 97
34, 41, 97
34, 42, 98
34, 42, 98
35, 42, 99
35, 43, 99
35, 43, 99
36, 43, 100
36, 43, 100
36, 44, 101
37, 44, 101
37, 44, 102
37, 44, 103
37, 44, 103
38, 44, 104
38, 45, 104
38, 45, 105
38, 45, 106
39, 45, 106
39, 45, 107
39, 45, 107
39, 45, 108
40, 45, 109
40, 45, 109
40, 45, 110
40, 44, 111
40, 44, 111
40, 44, 112
41, 44, 112
41, 44, 113
41, 44, 114
41, 43, 114
41, 43, 115
41, 43, 115
41, 42, 116
41, 42, 116
41, 42, 117
41, 41, 117
41, 41, 118
41, 40, 118
41, 40, 119
41, 40, 119
41, 39, 120
41, 39, 120
41, 38, 120
41, 38, 121
41, 37, 121
41, 37, 121
40, 36, 121
40, 35, 122
40, 35, 122
40, 34, 122
40, 34, 122
39, 33, 122
39, 33, 122
39, 32, 122
39, 32, 122
38, 31, 122
38, 31, 122
38, 30, 122
38, 30, 122
37, 29, 122
37, 29, 121
37, 28, 121
36, 28, 121
36, 27, 121
36, 27, 120
35, 26, 120
35, 26, 120
35, 26, 119
34, 25, 119
34, 25, 119
34, 25, 118
33, 24, 118
33, 24, 117
32, 24, 117
32, 23, 117
32, 23, 116
31, 23, 116
31, 23, 115
31, 22, 115
30, 22, 114
30, 22, 114
30, 22, 113
30, 22, 113
29, 22, 112
29, 22, 112
29, 21, 111
28, 21, 111
28, 21, 110
28, 21, 109
28, 21, 109
27, 21, 108
27, 21, 108
27, 21, 107
27, 21, 107
26, 21, 106
26, 21, 106
26, 21, 105
26, 22, 105
26, 22, 104
26, 22, 104
25, 22, 103
25, 22, 103
25, 22, 102
25, 22, 102
25, 22, 101
25, 23, 101
25, 23, 100
25, 23, 100
25, 23, 99
25, 23, 99
24, 24, 98
24, 24, 98
24, 24, 97
24, 24, 97
24, 25, 97
24, 25, 96
24, 25, 96
24, 25, 95
24, 26, 95
25, 26, 95
25, 26, 94
25, 27, 94
25, 27, 94
25, 27, 93
25, 28, 93
25, 28, 93
25, 28, 92
25, 29, 92
25, 29, 92
26, 29, 92
26, 30, 92
26, 30, 91
26, 31, 91
26, 31, 91
26, 31, 91
27, 32, 91
27, 32, 91
27, 33, 91
27, 33, 91
27, 34, 91
28, 34, 91
28, 34, 91
28, 35, 91
28, 35, 91
29, 36, 91
29, 36, 91
29, 37, 91
30, 37, 91
30, 38, 91
30, 38, 91
30, 38, 92
31, 39, 92
31, 39, 92
31, 40, 92
32, 40, 93
32, 41, 93
32, 41, 93
33, 42, 94
33, 42, 94
33, 42, 94
34, 43, 95
34, 43, 95
35, 44, 96
35, 44, 96
35, 44, 97
36, 45, 97
36, 45, 98
36, 45, 98
37, 46, 99
37, 46, 100
37, 46, 100
38, 46, 101
38, 47, 102
38, 47, 102
39, 47, 103
39, 47, 104
39, 47, 105
40, 47, 105
40, 47, 106
40, 47, 107
40, 47, 108
41, 47, 108
41, 47, 109
41, 47, 110
41, 47, 111
42, 47, 112
42, 47, 112
42, 46, 113
42, 46, 114
42, 46, 115
42, 45, 115
43, 45, 116
43, 45, 117
43, 44, 118
43, 44, 118
43, 43, 119
43, 43, 119
43, 42, 120
43, 42, 121
43, 41, 121
43, 41, 122
43, 40, 122
43, 40, 123
43, 39, 123
42, 38, 123
42, 38, 124
42, 37, 124
42, 36, 124
42, 36, 125
41, 35, 125
41, 34, 125
41, 34, 125
41, 33, 125
40, 32, 125
40, 32, 125
40, 31, 125
39, 30, 125
39, 30, 125
39, 29, 125
38, 28, 125
38, 28, 124
37, 27, 124
37, 27, 124
37, 26, 124
36, 26, 123
36, 25, 123
35, 25, 122
35, 24, 122
35, 24, 122
34, 23, 121
34, 23, 121
33, 22, 120
33, 22, 120
32, 22, 119
32, 21, 119
32, 21, 118
31, 21, 118
31, 20, 117
30, 20, 116
30, 20, 116
30, 20, 115
29, 20, 115
29, 19, 114
28, 19, 113
28, 19, 113
28, 19, 112
27, 19, 111
27, 19, 111
27, 19, 110
26, 19, 110
26, 19, 109
26, 19, 108
26, 19, 108
25, 19, 107
25, 19, 106
25, 19, 106
25, 19, 105
24, 19, 104
24, 19, 104
24, 19, 103
24, 19, 103
24, 19, 102
23, 20, 101
23, 20, 101
23, 20, 100
23, 20, 100
23, 20, 99
23, 20, 98
23, 21, 98
23, 21, 97
23, 21, 97
22, 21, 96
22, 22, 96
22, 22, 95
22, 22, 95
22, 22, 94
22, 23, 94
22, 23, 93
22, 23, 93
22, 24, 92
22, 24, 92
23, 24, 92
23, 25, 91
23, 25, 91
23, 25, 90
23, 26, 90
23, 26, 90
23, 27, 89
23, 27, 89
23, 27, 89
24, 28, 89
24, 28, 88
24, 29, 88
24, 29, 88
24, 30, 88
24, 30, 87
25, 31, 87
25, 31, 87
25, 31, 87
25, 32, 87
26, 32, 87
26, 33, 87
26, 33, 87
26, 34, 87
27, 34, 87
27, 35, 87
27, 36, 87
28, 36, 87
28, 37, 87
28, 37, 87
29, 38, 87
29, 38, 87
29, 39, 88
30, 39, 88
30, 40, 88
31, 40, 88
31, 41, 89
31, 42, 89
32, 42, 89
32, 43, 90
33, 43, 90
33, 44, 91
33, 44, 91
34, 45, 92
34, 45, 92
35, 46, 93
35, 46, 93
35, 47, 94
36, 47, 95
36, 47, 95
37, 48, 96
37, 48, 97
38, 48, 98
38, 49, 98
38, 49, 99
39, 49, 100
39, 50, 101
40, 50, 102
40, 50, 103
40, 50, 104
41, 50, 105
41, 50, 106
42, 50, 107
42, 50, 108
42, 50, 109
43, 50, 110
43, 50, 111
43, 50, 112
43, 50, 113
44, 50, 113
44, 49, 114
44, 49, 115
44, 49, 116
44, 48, 117
45, 48, 118
45, 47, 119
45, 47, 120
45, 46, 121
45, 46, 122
45, 45, 122
45, 44, 123
45, 44, 124
45, 43, 124
45, 42, 125
45, 41, 126
45, 41, 126
44, 40, 127
44, 39, 127
44, 38, 128
44, 37, 128
44, 36, 128
43, 36, 128
43, 35, 129
43, 34, 129
42, 33, 129
42, 32, 129
42, 31, 129
41, 30, 129
41, 30, 129
40, 29, 129
40, 28, 128
39, 27, 128
39, 26, 128
38, 26, 128
38, 25, 127
37, 24, 127
37, 24, 127
36, 23, 126
36, 22, 126
35, 22, 125
35, 21, 125
34, 21, 124
34, 20, 123
33, 20, 123
33, 19, 122
32, 19, 122
32, 18, 121
31, 18, 120
31, 18, 120
30, 17, 119
30, 17, 118
29, 17, 117
29, 17, 117
28, 16, 116
28, 16, 115
27, 16, 115
27, 16, 114
26, 16, 113
26, 16, 112
26, 16, 111
25, 15, 111
25, 15, 110
24, 15, 109
24, 15, 108
24, 15, 108
23, 15, 107
23, 15, 106
23, 16, 105
23, 16, 105
22, 16, 104
22, 16, 103
22, 16, 103
22, 16, 102
21, 16, 101
21, 16, 100
21, 17, 100
21, 17, 99
21, 17, 98
20, 17, 98
20, 17, 97
20, 18, 96
20, 18, 96
20, 18, 95
20, 18, 94
20, 19, 94
20, 19, 93
20, 19, 93
20, 19, 92
20, 20, 91
20, 20, 91
20, 20, 90
20, 21, 90
20, 21, 89
20, 21, 89
20, 22, 88
20, 22, 88
20, 23, 87
20, 23, 87
20, 23, 86
20, 24, 86
21, 24, 86
21, 25, 85
21, 25, 85
21, 25, 85
21, 26, 84
21, 26, 84
22, 27, 84
22, 27, 83
22, 28, 83
22, 28, 83
22, 29, 83
23, 29, 82
23, 30, 82
23, 31, 82
24, 31, 82
24, 32, 82
24, 32, 82
24, 33, 82
25, 33, 82
25, 34, 82
25, 35, 82
26, 35, 82
26, 36, 82
27, 37, 82
27, 37, 82
27, 38, 82
28, 39, 82
28, 39, 82
29, 40, 83
29, 41, 83
30, 41, 83
30, 42, 84
30, 43, 84
31, 43, 84
31, 44, 85
32, 44, 85
32, 45, 86
33, 46, 86
33, 46, 87
34, 47, 88
34, 48, 88
35, 48, 89
35, 49, 90
36, 49, 91
36, 50, 91
37, 50, 92
38, 51, 93
38, 51, 94
39, 52, 95
39, 52, 96
40, 53, 97
40, 53, 98
41, 53, 99
41, 54, 100
42, 54, 102
42, 54, 103
43, 54, 104
43, 54, 105
43, 54, 106
44, 54, 108
44, 54, 109
45, 54, 110
45, 54, 111
45, 54, 113
46, 54, 114
46, 53, 115
46, 53, 116
47, 52, 118
47, 52, 119
47, 51, 120
47, 51, 121
47, 50, 122
47, 49, 123
48, 49, 125
48, 48, 126
48, 47, 126
48, 46, 127
48, 45, 128
